Job Title,Company,Location,Education,Experience,Deadline
Engineer (Civil),Electra International,Badda,Diploma in CivilDiploma in Civil Engineer,1 to 2 year(s),31 Aug 2023
"Assistant Manager, Digital Marketing & E-commerce",WhiteShell Limited,Dhaka,Bachelor`s degree in any discipline.,4 to 6 year(s),31 Aug 2023
Legal Officer,Aman Knittings Limited,Dhaka,LL.B (Hons)/ LL.M from any reputed public university.,3 to 6 year(s),31 Aug 2023
Assistant Manager Housekeeping,Monowara Hospital (Pvt.) Ltd.,Dhaka,Diploma in Hotel ManagementMasters degree in any discipline,4 to 7 year(s),31 Aug 2023
Assistant Manager (Accounts),Shohagh Group,Dhaka,M.Com in Accounting.	Professional Certification CA (CC) mandatory.,At least 2 year(s),31 Aug 2023
Field Level Staff (Tuberculosis),Bangladesh Garment Manufacturers & Exporters Association (BGMEA),"Chattogram, Narayanganj",Bachelor Degree from a recognized university.Any third division/class in academic career will lead ...,At least 1 year(s),31 Aug 2023
Lab Technician (Tuberculosis),Bangladesh Garment Manufacturers & Exporters Association (BGMEA),"Chattogram, Narayanganj",Diploma in PathologyThree years Diploma in Medical Technology from any recognized institution. ...,0 to 2 year(s),31 Aug 2023
অফিস সহকারী,Peoples Oriented Program Implementation (POPI),বাংলাদেশের যেকোনো স্থানে,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
মার্কেটিং অ্যান্ড সেলস অফিসার,Sugandha Property Development Ltd.,সাভার,"At least 3 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 3 year(s),"
1 Sep 2023"
পিএস টু ম্যানেজিং ডিরেক্টর,Sugandha Property Development Ltd.,সাভার,"Na
                                                        






 Deadline: 

1 Sep 2023",Na,"
1 Sep 2023"
কম্পিউটার অপারেটর,Sugandha Property Development Ltd.,সাভার,"At least 1 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 1 year(s),"
1 Sep 2023"
সার্ভেয়ার,Sugandha Property Development Ltd.,সাভার,"At least 5 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 5 year(s),"
1 Sep 2023"
এ্যাকাউটেন্ট,Sugandha Property Development Ltd.,সাভার,"At least 3 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 3 year(s),"
1 Sep 2023"
ম্যানেজার,Sugandha Property Development Ltd.,সাভার,"At least 5 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 5 year(s),"
1 Sep 2023"
Assistant Manager/ Manager - Quantity Surveyor (Civil),P2P Family,Chattogram,Diploma in Engineering in CivilBachelor of Science (BSc) in Civil,At least 7 year(s),31 Aug 2023
অফিস সহকারী/অফিস সহায়ক,Nextgen Property Ltd.,ঢাকা,"2 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 5 year(s)
সিকিউরিটি গার্ড/ নিরাপত্তা প্রহরী,আহসান গ্রুপ লিমিটেড,ঢাকা,৮ম শ্রেণি/জে এস সি /এস এস সি পাশ,2 to 5 year(s),31 Aug 2023
Senior Executive / Assistant Manager (Internal Audit),Walton Digi-Tech Industries Ltd.,Dhaka,Master of Business Administration (MBA) in Accounting,2 to 5 year(s),31 Aug 2023
ল্যাপটপ সেলসম্যান,Audio Spot,খুলনা সদর,"At least 2 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,t 2 year(s)
PHP Developer (Urgent Recruitment),IBCS-PRIMAX Software (Bangladesh) Ltd.,Lalmatia,Bachelor degree in any discipline,At least 2 year(s),31 Aug 2023
কর্মী - ঘরের কাজ,JapanTecs Inc.,শাজাহানপুরে,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
Executive/ Sr. Executive (Business Development),Kingston Hospital Ltd.,Dhaka,Bachelor degree in any discipline in Marketing,1 to 5 year(s),"
1 Sep 2023"
Programmer (Internship),Proficient Information System,Gulshan,Bachelor of Science (Pass) in Computer Science Engineering,Na,31 Aug 2023
Senior Merchandiser - Sweater,Pretty Group,Gazipur,B.Sc in Textile Engineering from any reputed institution.,At least 5 year(s),31 Aug 2023
Customer Care Executive (International),SFC Engineering and Technology Limited,"Khilkhet, Nikunja",O LevelA LevelHSC,Na,31 Aug 2023
Senior Officer - HR & Payroll (Sweater Factory),Pretty Group,"Gazipur, Ashulia",Masters / Graduation in any discipline from any reputed institution.,At least 5 year(s),31 Aug 2023
Manager - Corporate Sales (Commercial Vehicle),Uttara Motors Ltd.,Dhaka,Master of Business Administration (MBA) in MarketingMasters/ MBA (Major in Marketing).,At least 14 year(s),31 Aug 2023
Regional Sales Manager,Walton Digi-Tech Industries Ltd.,Anywhere in Bangladesh,B.Sc or Diploma in EEE/ECE/ETE/CSE/CS  or relevant IT field,At least 2 year(s),31 Aug 2023
Deputy General Manager (Accounts & Finance),BDDE,Dhaka,Bachelor of Commerce (BCom)Bachelor of Business Administration (BBA)Bachelor of Business Studies ...,7 to 12 year(s),31 Aug 2023
Executive Chef & Desserts Chef,Meritage Dhaka,"Dhaka, Dhanmondi 27",HSC,At least 8 year(s),31 Aug 2023
Deputy Manager/ Manager - HR & Admin,Panna Group,Faridpur,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Accounts Executive,IMPIT Limited,Dhaka,"At least 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 1 year(s),31 Aug 2023
"Sr. Manager, Marketing and Sales (SuperKids)",CodersTrust Bangladesh Ltd.,Dhaka,"At least 10 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 10 year(s),31 Aug 2023
A Renowned Secondary Real Estate Company,Gulshan,Bachelor degree in any discipline,10 to 12 year(s),null, 12 year(s)
Executive / Sr. Executive,Chuti Resort (A Concern of Chuti Group),Banani,"2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 4 year(s),31 Aug 2023
"Executive - Food & Beverage (Fantasy Kingdom Complex, Ashulia, Savar, Dhaka)",Concord Group,"Savar, Ashulia",Graduation in Hotel & Tourism Management from reputed university.,2 to 3 year(s),31 Aug 2023
Senior Officer/ Officer - Accounts,A Leading Group of Company,Dhaka,Master of Business Administration (MBA) in AccountingMaster of Commerce (MCom) in ...,3 to 5 year(s),31 Aug 2023
Officer - Information Technology,Jute Alliance Limited,Palash,Bachelor of Science (BSc) in Information TechnologyBachelor`s degree; at least 2/3 years of ...,1 to 3 year(s),31 Aug 2023
AGM / DGM - Knit Fabrics Selling,A renowned Knit Composite factory.,Anywhere in Bangladesh,Master of Business Administration (MBA)Master of Business Administration (MBA)Bachelor`s degree ...,12 to 16 year(s),31 Aug 2023
Group Accounts Controller,Jamuna Group,Dhaka,"Bachelor`s degree (or equivalent) in business, accounting, or related field.
Professional ...",At least 15 year(s),31 Aug 2023
Branch Manager,Transcom Electronics Limited.,Anywhere in Bangladesh,Bachelor degree in any discipline,At least 7 year(s),31 Aug 2023
MBBS Doctor,Consumer Knitex Ltd.,Bhaluka,Bachelor of Medicine and Bachelor of Surgery(MBBS),At least 1 year(s),31 Aug 2023
Deputy or Assistant Manager (Quality System),BD Creation,Ishwardi,"Bachelor of Science (BSc)Adequate knowledge about computer office applications. 
Candidates ...",3 to 5 year(s),31 Aug 2023
Social Media Live/ Video Presenter (Female),Queen`s Courier,Merul Badda,HSC,1 to 3 year(s),"
1 Sep 2023"
Sr. Manager (Sample & Innovation),AKH Knitting & Dyeing Ltd.,Savar,Graduate from any Reputed University. Candidates having Textile Engineering background will be ...,At least 12 year(s),31 Aug 2023
Marketing and Sales Officer,Arrow Tempered Glass LTd.,Dhaka,Bachelor degree in any discipline,1 to 4 year(s),31 Aug 2023
Business Analyst - Foreign Trade,Astha Feed Industries Ltd,Uttara,Bachelor of Business Administration (BBA) in Marketing,2 to 5 year(s),31 Aug 2023
Area Sales Manager - Small Appliance Products,Walton Hi-Tech Industries PLC.,Anywhere in Bangladesh,"Bachelor`s degree in business, marketing, or a related field.",2 to 6 year(s),31 Aug 2023
Executive - R & D,Blue Planet Group,Gazipur,Bachelor of Science (BSc) in Textile Technology,2 to 4 year(s),31 Aug 2023
Senior Manager - Maintenance,Mamiya-OP (BD) Ltd.,Chattogram,"10 to 12 year(s)
                                                        






 Deadline: 

31 Aug 2023",10 to 12 year(s),31 Aug 2023
Xfosoft,Work-From-HomeOpportunity to work with an agile team,Anywhere in Bangladesh,"3 to 6 year(s)
                                                        






 Deadline: 

31 Aug 2023",3 to 6 year(s),31 Aug 2023
Departmental Store Manager,mother`s care ™,Shantinagar,"2 to 5 year(s)
                                                        






 Deadline: 

1 Sep 2023",2 to 5 year(s),"
1 Sep 2023"
Resident Surgeon (RS) in Gynecologist & Obstetrics,East West Medical College Hospital,"Turag, Uttara","Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
English Teacher (Dhanmondi Campus),Penston Academy,Dhanmondi,Bachelor of Education (B.Ed) in EnglishBachelor degree in any disciplineCELTA Qualification is ...,At least 1 year(s),31 Aug 2023
English Teacher (Uttara Office),Penston Academy,Uttara,Bachelor of Education (B.Ed) in EnglishBachelor degree in any disciplineCELTA Qualification is ...,0 to 2 year(s),31 Aug 2023
Executive Institute Sales (FMCG Product) Male and Female,Artisan Business Network Bangladesh,Dhaka,Bachelor degree in any discipline,2 to 5 year(s),31 Aug 2023
ডেলিভারি ম্যান,Paramount Textile Ltd.,গুলশান,এস. এস. সি. (অভিজ্ঞতাসম্পন্ন প্রার্থীর ক্ষেত্রে শিথিলযোগ্য),At least 1 year(s),31 Aug 2023
Business Supervisor,Barisal Electric Power Company Ltd.,Anywhere in Bangladesh,Bachelor of Business Administration (BBA)Master of Business Administration (MBA),3 to 5 year(s),31 Aug 2023
Executive (Tender & Commercial),Islam Electric Co.,Nababpur,Bachelor degree in any disciplineN/A,At least 2 year(s),31 Aug 2023
Jr. Executive - Veterinary Surgeon,Alamgir Ranch (A Sister Concern of Labib Group),Rangpur,Candidate should be Graduate in Veterinary Science from a Public University with requisite training ...,1 to 2 year(s),31 Aug 2023
Management Trainee (Electrical & Mechanical) - Technical Service Department,South East Textile (Pvt.) Ltd. ( A Unit of Interstoff Group),Mirzapur,Bachelor in Engineering (BEngg)BSC in Electrical Engineering-(1) / BSC in Mechanical Engineering ...,Na,31 Aug 2023
Sales Representative,Japan Trading International,Anywhere in Bangladesh,SSC,1 to 5 year(s),31 Aug 2023
Electrical Engineer (Automation),Sajeeb Group,Rupganj,Bachelor of Science (BSc) in EEE,At least 5 year(s),31 Aug 2023
UV Oparetor,Habib Printers,ঢাকা,"0 to 1 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,o 1 year(s)
IT Executive,Vcube Soft And Tech,Dhaka,Diploma in ComputerBachelor degree in any discipline,Na,31 Aug 2023
DGM/ GM - Commercial,Jamuna Group,Dhaka,Masters / MBA in any discipline from reputed institution.,At least 15 year(s),31 Aug 2023
CareTaker,OCEANI TEXTILES LTD,উত্তরা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
GM - Merchandising & Marketing,Chorka Textile Ltd.,Dhaka,Bachelor degree in any disciplineMinimum bachelor degree in any discipline.,At least 10 year(s),31 Aug 2023
Asst. Executive - HR & Admin,Best Tycoon (BD) Enterprise Limited,Rupganj,Bachelor of Business Administration (BBA)Master of Business Administration (MBA),1 to 2 year(s),31 Aug 2023
Civil Engineer,Nur Technologies Limited,Anywhere in Bangladesh,Diploma in Civil,8 to 10 year(s),31 Aug 2023
Junior Network Admin,Premium Connectivity Ltd.,Dhaka,Bachelor of Science (BSc) in EEE/ ECE/ CSE/ IT/ ETE/ Telecommunication from reputed Public and ...,4 to 5 year(s),"
1 Sep 2023"
SILME BAG INDUSTRIES LTD,Ashulia,Bachelor degree in any discipline,At least 2 year(s),null,t 2 year(s)
ট্রেড মার্কেটিং সুপারভাইজার (TMS),Abul Khair Group,বাংলাদেশের যেকোনো স্থানে,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
টেকনিক্যাল এসিসট্যান্ট,Vendy Limited,বাংলাদেশের যেকোনো স্থানে,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
"Assistant Manager / Manager - TAX, VAT & Company Affairs",Shahriar Steel Mills Ltd.,Jatrabari,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
সহকারী শিক্ষক (পদার্থ রসায়ন গণিত),Shikder khayrunnesa High School,আশুলিয়া সিটি,"2 to 3 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,o 3 year(s)
"Junior Executive, Diploma Engineers (System & Support)",Solutions 1 Automation Limited,Dhaka,Diploma in Engineering,Na,31 Aug 2023
DGM (Land Purchase),Jamuna Group (Jamuna Builders Ltd),Dhaka,BBA/MBA from any reputed institution. LLB degree is preferable.,At least 12 year(s),31 Aug 2023
English Course Coordinator,METL,PanthaPath,Bachelor of Arts (BA) in EnglishBachelor of Education (B.Ed) in EnglishMaster of Arts (MA) in ...,1 to 3 year(s),"
1 Sep 2023"
Abacus Teacher,METL,Anywhere in Bangladesh,"Bachelor of Science (BSc) in Mathematics, any subjectBachelor of Arts (BA) in Any subject",1 to 5 year(s),"
1 Sep 2023"
Math Course Coordinator,METL,PanthaPath,Bachelor of Science (BSc) in MathematicsBachelor of Education (B.Ed) in MathematicsMaster of ...,1 to 3 year(s),"
1 Sep 2023"
Regional Sales Manager - SEAP Sales Network,Walton Hi-Tech Industries PLC.,Anywhere in Bangladesh,Bachelor degree in any discipline.,At least 8 year(s),31 Aug 2023
Executive/ Sr. Executive - Commercial (Import & Export),Silver Line Group,GULSHAN 1,Bachelor degree in any disciplineMaster degree in any discipline will be encouraged,2 to 6 year(s),31 Aug 2023
Head of Sales (Fan Product),Walton Hi-Tech Industries PLC.,Dhaka,"Bachelor`s degree in Business, Marketing, Communications, or relevant field.",At least 10 year(s),31 Aug 2023
Engineer/ Assistant Engineer (Mechanical/Electrical),Shams Hydraulics Engineering Ltd,Anywhere in Bangladesh,Bachelor of Science (BSc) in Mechanical EngineeringBachelor of Science (BSc) in Electrical & ...,At least 2 year(s),31 Aug 2023
Officer/ Sr. Officer- Quality Control,Astha Feed Industries Ltd,Chittagong Port,Master of Science (MSc) in Chemistry,Na,31 Aug 2023
Project Manager (Software),Eudika Technologies Ltd,Dhanmondi,Bachelor of Science (BSc) in Computer Science,At least 7 year(s),31 Aug 2023
Accountant,NextGen International Coding and Engineering (NICE) School & College,Uttara Sector 3,"Bachelor of Commerce (B. Com)
B. Com/ M.com/ BBA/ MBA/ Masters in accounting, Finance.
CA / CC ...",2 to 3 year(s),31 Aug 2023
Deputy General Manager - Tax,Uttara Motors Ltd.,Dhaka,Master of Commerce (MCom) in AccountingPost Graduate degree in any discipline from any recognized ...,At least 18 year(s),31 Aug 2023
Resident Medical Officer (RMO),LIFE GENERAL HOSPITAL LTD.,Faridganj,"Bachelor of Medicine and Bachelor of Surgery(MBBS)Must have DMU, experience in 4D Colour ...",2 to 5 year(s),31 Aug 2023
Front Desk Executive,Data Edge Limited,Dhaka,Graduate in any discipline.,1 to 3 year(s),31 Aug 2023
Field Marketing Executive,Classic IT & Sky Mart Ltd.,Uttara,Bachelor of Business Administration (BBA),0 to 2 year(s),31 Aug 2023
Sr. Executive (Female),Medi-Chem International,Dhaka,Bachelor of Science (BSc)Master of Pharmacy (M.Pharm),Na,31 Aug 2023
Biochemist,Al-Jami Diagnostic Center,Purana Paltan,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
Accounts Officer,Al-Jami Diagnostic Center,Purana Paltan,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
বিক্রয় প্রতিনিধি (ইলেকট্রিকাল একসেসোরিজ প্রোডাক্ট),ওয়ালটন হাই-টেক ইন্ডাস্ট্রিজ পিএলসি.,বাংলাদেশের যেকোনো স্থানে,"স্নাতক অথবা ডিপ্লোমা
অভিজ্ঞ প্রার্থীদের ক্ষেত্রে শিক্ষাগত যোগ্যতা বিবেচনা করা যেতে পারে
ঢাকা ...",1 to 4 year(s),31 Aug 2023
Architect,Datum Engineering Ltd.,Dhaka,Bachelor of Architecture (B.Arch),3 to 5 year(s),31 Aug 2023
Senior Staff Nurse/ Staff Nurse,Shafia Sobhan Hospital Limited,Anywhere in Bangladesh,Diploma in NursingBachelor of Science (BSc) in Nursing,0 to 3 year(s),31 Aug 2023
DGM/ GM - Supply Chain Management,A well-reputed Company in the Agro Industry of Bangladesh,Uttara,Master of Business Administration (MBA) in MarketingBBA/MBA in Supply Chain Management will get a ...,10 to 12 year(s),31 Aug 2023
Customer Care Executive,Mega International,"Dhaka, Dhanmondi",HSC,Na,31 Aug 2023
শোরুম সেলসম্যান,BOSS MAN Gopalganj,"গোপালগঞ্জ, গোপালগঞ্জ সদর","At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,t 2 year(s)
Regional Sales Manager(RSM),Seba Traders. Rangpur,Rangpur,Masters degree in any disciplineBachelor degree in any discipline,At least 5 year(s),31 Aug 2023
Digital Marketer & SEO Developer,Icon Infotech Limited,Dhaka,Bachelor degree in any discipline,Na,31 Aug 2023
Intern (Sales & Marketing),Sinetek Technologies,"Dhaka, Gazipur",Bachelor/ Masters from any reputed University.,1 to 2 year(s),31 Aug 2023
Video Editor/ Graphic Designer,Ecotech Organic Garden Limited,Mirpur 1,"Bachelor of Fine Arts (B.F.A)Bachelor`s degree in Film Production, Video Editing, Multimedia, or a ...",At least 3 year(s),31 Aug 2023
Executive/Sr. Executive (Sales & Marketing),Nitol Motors Limited,Anywhere in Bangladesh,Master of Business Administration (MBA) in Marketing,3 to 5 year(s),31 Aug 2023
Business Development Manager- Modern Trade & E-commerce,ShopUp,Dhaka,"5 to 8 year(s)
                                                        






 Deadline: 

31 Aug 2023",5 to 8 year(s),31 Aug 2023
Area Sales Manager,ShopUp,"Bogura, Chattogram, Dhaka, Khulna, Mymensingh","5 to 8 year(s)
                                                        






 Deadline: 

31 Aug 2023",5 to 8 year(s),31 Aug 2023
"Territory Manager (Dhaka, Khulna, Barishal, Mymenshing, Rangpur, Cumilla, CTG, Sylhet, Bogura)",ShopUp,"Barishal, Bogura, Chattogram, Cumilla, Dhaka, Gazipur, Khulna, Kushtia, Mymensingh, Narayanganj, Noakhali, Rajshahi, Rangpur, Sylhet, Tangail","2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 4 year(s),31 Aug 2023
Sr.Quality Control Officer,Reputed Spinning Mills,Narsingdi,"At least 5 year(s)
                                                        






 Deadline: 

1 Sep 2023",At least 5 year(s),"
1 Sep 2023"
"Operation Executive, Fulfillment Dept. Gazipur",Delivery Tiger,Gazipur,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Assistant Executive - Finance & Accounts (Sailor),Epyllion Group,Tejgaon Industrial Area,"1 to 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 3 year(s),31 Aug 2023
Sr. Executive (Electrical),Tropical Homes Limited,Dhaka,"7 to 10 year(s)
                                                        






 Deadline: 

1 Sep 2023",7 to 10 year(s),"
1 Sep 2023"
DGM (Electrical),Tropical Homes Limited,Anywhere in Bangladesh,"10 to 15 year(s)
                                                        






 Deadline: 

1 Sep 2023",10 to 15 year(s),"
1 Sep 2023"
DGM (Head of Internal Audit),Rupayan Group,Dhaka,"At least 13 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 13 year(s),31 Aug 2023
Travel Consultant,skyguru,Sylhet,Bachelor degree in any disciplineDiploma in Hotel ManagementSome of the key skills required to be ...,At least 1 year(s),31 Aug 2023
"Head of Planning, Supply chain & Operation",Eurotex Knitwear Ltd.,Narayanganj,Educational qualification may be relaxed in case of exceptionally experienced candidates.,10 to 12 year(s),31 Aug 2023
"Executive, Sales & Marketing (IT)",Soft Host IT,Anywhere in Bangladesh,Bachelor degree in any discipline,Na,31 Aug 2023
Indoor Medical Officer (IMO),LIFE GENERAL HOSPITAL LTD.,Faridganj,Bachelor of Medicine and Bachelor of Surgery(MBBS)Must have CMU but DMU will be advantageous. ...,At least 1 year(s),31 Aug 2023
Software Engineer (Java),Walton Digi-Tech Industries Ltd.,Dhaka,Bachelor of Science (BSc) in CSE,4 to 7 year(s),31 Aug 2023
Python Developer,Walton Digi-Tech Industries Ltd.,Dhaka,B.Sc. in Computer Science Engineering from any reputed University.,3 to 5 year(s),31 Aug 2023
Manager - HR,Sewtech Fashions Limited,Chittagong Epz,Master of Business Administration (MBA) in HRM,At least 10 year(s),31 Aug 2023
Associate Graphic Designer,intraco group,Anywhere in Bangladesh,Bachelor degree in any disciplineBachelor of Science (BSc) in Arts/Graphic DesignDiploma in ...,5 to 8 year(s),"
1 Sep 2023"
UI/UX Engineer-II,Medina Tech,Dhaka,Bachelor of Science (BSc)Bachelor of Computer Application (BCA)Bachelor of Computer Application ...,At least 3 year(s),"
1 Sep 2023"
Software Engineer (AI/ML),Medina Tech,Dhaka,Bachelor of Science (BSc)Bachelor of Computer Application (BCA)Bachelor in Engineering (BEngg),At least 3 year(s),"
1 Sep 2023"
Developer - PHP,Medina Tech,Dhaka,Bachelor of Science (BSc)Bachelor of Computer Application (BCA),At least 2 year(s),"
1 Sep 2023"
Python Developer,Medina Tech,Dhaka,Bachelor of Science (BSc)Bachelor in Engineering (BEngg)Bachelor of Computer Application ...,At least 2 year(s),"
1 Sep 2023"
DevOps Engineer,Medina Tech,Dhaka,Bachelor of Science (BSc)Bachelor in Engineering (BEngg)Bachelor of Computer Application ...,At least 2 year(s),"
1 Sep 2023"
Business Development Associate,Intraco Group,Anywhere in Bangladesh,Bachelor of Business Administration (BBA),2 to 5 year(s),"
1 Sep 2023"
HR & Admin Manager,Medina Tech,Dhaka,Bachelor of Business Administration (BBA)Master of Business Administration (MBA) in Human Resource ...,5 to 10 year(s),"
1 Sep 2023"
"Officer, Finance",JAAGO Foundation,Banani,Bachelor`s degree in Accounting / Finance / BBA Major in Accounting/Finance is preferable.,1 to 2 year(s),"
1 Sep 2023"
"Assistant Manager, Finance",JAAGO Foundation,Banani,Master degree in Accounting/Finance/MBA Major in Accounting / Finance / Masters of Professional ...,At least 4 year(s),"
1 Sep 2023"
"Manager, Sales",A reputed multinational company,Dhaka,Bachelor degree in any discipline,At least 4 year(s),31 Aug 2023
Videographer and Video Editor,Mega International,Dhaka,HSC,1 to 2 year(s),31 Aug 2023
Asst Support Engineer,Satellite Connection (ISP),Tongi,"Diploma in Engineering in CSE,EEE,CE,etcBachelor in Engineering (BEngg) in CSE,EEE,CE,etc",At least 1 year(s),31 Aug 2023
ভিডিও ইডিটর এন্ড গ্রাফিক্স ডিজাইনার,Active Shop Review,"ঢাকা, আদাবর, হাজারীবাগ, লালবাগ, মিরপুর, মোহাম্মদপুর, তেজগাঁও, তেজগাঁও শিল্প এলাকা, ঢাকা রেলওয়ে, শ্যামলী, পুরান ঢাকা, আগারগাঁও, আহমেদ নগর মিরপুর, বসিলা, ঢাকা জিপিও, ঢাকা মেডিকেল কলেজ, ঢাকা পলিটেকনিক, ঢাকা সদর, ঢাকা উদ্যান, ঢাকা ইউনিভার্সিটি, ডি.ও.এইচ.এস. মিরপুর, ফার্মগেট, লালমাটিয়া, মিরপুর ১, মিরপুর২, মোহাম্মদপুর হাউজিং, সংসদ ভবন, তেজগাঁও এয়ার পোর্ট, তেজগাঁও পলিটেকনিক, তেজগাঁও সাতরাস্তা","আপনার শিক্ষাগত যোগ্যতা যাই হোক,যদি আপনি কাজের প্রতি আন্তরিক থাকেন তাহলে আপনার জন্য এইটা একটা ভালো ...",At least 1 year(s),"
1 Sep 2023"
Assistant Manager - Operations (Renewable Energy),A reputed renewable energy company,Dhaka,B.Sc. in EEE from any reputed Institution.,At least 5 year(s),31 Aug 2023
Web Application Developer,Trenza Softwares,Dhaka,"Bachelor of Science (BSc) in CS, CSE, IT, ICT or related",0 to 2 year(s),31 Aug 2023
সেলস অফিসার,ZRB Distribution,দারুস সালাম,"1 to 2 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,o 2 year(s)
Regional Sales Manager (RSM),BNC Feeds Bangladesh,Anywhere in Bangladesh,Bachelor degree in any discipline,4 to 5 year(s),"
1 Sep 2023"
Area Sales Manager (ASM),BNC Feeds Bangladesh,Anywhere in Bangladesh,Bachelor degree in any discipline,2 to 3 year(s),"
1 Sep 2023"
Marketing Executive,BNC Feeds Bangladesh,Anywhere in Bangladesh,Bachelor degree in any discipline,2 to 3 year(s),"
1 Sep 2023"
Reservation Sales Agent (Ticketing & Visa Processing),SMC Travels & Tours,DOHS Baridhara,"3 to 7 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,o 7 year(s)
Business Development Officer,TEXVILLE APPAREL LIMITED.,Uttara Sector 10,Bachelor degree in any discipline,At least 1 year(s),31 Aug 2023
Accounts Manager,Ruifeng Logistics (BD) Co. Ltd.,Chattogram,"Bachelor of Business Administration (BBA), Master of Business Administration (MBA).
Bachelor and ...",3 to 5 year(s),"
1 Sep 2023"
Commercial Executive (Special for EPZ Work Process),Ruifeng Logistics (BD) Co. Ltd.,Chattogram,"Bachelor degree in any discipline, Master`s degree in any discipline.
Training/Trade Course: ...",1 to 2 year(s),"
1 Sep 2023"
Office Cum Accounts Officer,BNC Feeds Bangladesh,Savar EPZ,Bachelor degree in any discipline,1 to 2 year(s),"
1 Sep 2023"
Sr. Programmer - Jacquard (China),Hydroxide Knitwear Limited,Gazipur,HSC or Bachelor degree from any reputed institution.Educational qualification will be relaxed if ...,At least 5 year(s),31 Aug 2023
"Sr. Designer - Jacquard (China, Stoll and Manual)",Hydroxide Knitwear Limited,Gazipur,HSC or Bachelor degree from any reputed institution.Educational qualification will be relaxed if ...,At least 5 year(s),31 Aug 2023
GM of Marketing and Merchendising,Patriot Group,Tongi,Masters degree in any discipline,At least 10 year(s),31 Aug 2023
Qualitas Healthcare Bangladesh Limited,Banani,Diploma (Vocational) in Diploma in PharmacyDiploma in Pharmacy from a government-approved ...,1 to 2 year(s),null,o 2 year(s)
Senior Accountant,Patwary Enterprise,Uttara,"At most 4 year(s)
                                                        






 Deadline: 

1 Sep 2023",At most 4 year(s),"
1 Sep 2023"
জুনিয়র ফিল্ড অফিসার,Grameen Jano Unnayan Sangstha,"বরিশাল, ভোলা, নোয়াখালী, পটুয়াখালী","Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
সেলস অফিসার,RESPECT PROPERTY,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Europtex Fashion Limited,Dhaka,Masters degree in any disciplineTextile Background will get preference.,4 to 8 year(s),null,o 8 year(s)
UI/UX Designer,Dreamexon IT Solution,Chattogram,Bachelor of Science (BSc) in Computer Science  Engineering,1 to 3 year(s),31 Aug 2023
Node.js Developer,Dreamexon IT Solution,Chattogram,Bachelor of Science (BSc) in Computer Science & Engineering,1 to 3 year(s),31 Aug 2023
Graphic Designer,GTC BPO Services Limited,Adabor,HSC,At least 2 year(s),"
1 Sep 2023"
Medical Officer,Marium Eye Hospital(Phulbari Vision Center),Phulbari,MBBS from any recognized medical college having registration with BMDC.,2 to 3 year(s),31 Aug 2023
ড্রাইভার,S M Herbal,নারায়ণগঞ্জ সদর,"1 to 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 2 year(s)
গ্রাফিক্স ডিজাইনার,Unique Tec Service,বাংলাদেশের যেকোনো স্থানে,"2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 4 year(s)
Digital Marketing Expert,Virtual IT Support,Anywhere in Bangladesh,Bachelor degree in any discipline,At least 1 year(s),31 Aug 2023
