Job Title,Company,Location,Education,Experience,Deadline
NURSE,Miracle Skin Bangladesh Ltd.,Dhanmondi,Diploma in Nursing,1 to 2 year(s),31 Aug 2023
Executive - IT,Miracle Skin Bangladesh Ltd.,Dhanmondi,Bachelor of Science (BSc) in Computer Science  EngineeringBachelor of Science (BSc) in ...,2 to 3 year(s),31 Aug 2023
Doctor - Dermatologist,Miracle Skin Bangladesh Ltd.,Dhaka,"MBBS
PGD / PGT on Skin, DDV, VD / Cosmetologist and Dermatology
Trained in Laser, Dermatosurgery ...",Na,31 Aug 2023
IT Officer - Video Editor & Graphic Designer,The DrAcademy,Green Road,Bachelor degree in any discipline,1 to 3 year(s),31 Aug 2023
Sr. Manager / Manager- Finance & Accounts,A fast growing conglomerate,Gulshan,Masters in Accounting/Finance with CA (CC) or partly qualified.,At least 10 year(s),31 Aug 2023
HR Executive,University of Science and Technology Chittagong (USTC),Chattogram,Master of Business Administration (MBA) in HRM from any reputed University.,Na,31 Aug 2023
Executive - Business Development (EnE Testing Sales),TÜV SÜD Bangladesh (Pvt.) Ltd.,Uttara,Bachelor`s degree in Electrical & Electronics Engineering (EEE) from a reputed University. ...,1 to 2 year(s),31 Aug 2023
Officer - Quality Control,ENA Food & Beverage Ltd.,Bhaluka,"Bachelor`s degree in Food Technology from a reputed organization.
Bachelor of Science (BSc) in ...",2 to 5 year(s),31 Aug 2023
Officer - Production,ENA Food & Beverage Ltd.,Bhaluka,"Bachelor`s degree in Food Technology from a reputed institution will get preference.
Bachelor of ...",2 to 5 year(s),31 Aug 2023
Male Counsellor,Delta Visa service,Badda,HSCHSC /BBA,At least 1 year(s),31 Aug 2023
Python,Norwest Industries Ltd,Gurugram,"1 to 1 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 1 year(s)
Procurement Officer- IT,"C.P. Bangladesh Co., Ltd.",Anywhere in Bangladesh,BBA in MIS/ Finance/ Accounting from any reputed university.,At least 1 year(s),31 Aug 2023
"Sr. Executive/ Executive - Analytical Development, R&D",DBL Pharmaceuticals Ltd. (A concern of DBL Group),Gazipur,"M.Pharm/ B.Pharm/ M.Sc in Chemistry, Applied Chemistry, Bio-Chemistry from reputed University.",1 to 4 year(s),31 Aug 2023
Female Counsellor,Delta Visa service,Badda,HSCHSC/ BBA,At least 1 year(s),31 Aug 2023
Python,Norwest Industries Ltd,Gurugram,"3 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 5 year(s)
Python,Norwest Industries Ltd,Gurugram,"3 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 5 year(s)
"Executive, Business Development & Procurement.",Spark International,Uttara,"2 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 4 year(s),31 Aug 2023
Executive (Customer Care Dept.),Shan Sabil (BD) Ltd.,Uttara,"2 to 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 3 year(s),31 Aug 2023
Python,Norwest Industries Ltd,Gurugram,"3 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",null,o 5 year(s)
Fashion Designer,Gentle Park,Dhaka,Bachelor of Science (BSc) in Fashion Design Technology,1 to 2 year(s),31 Aug 2023
"Senior Software Engineer (PHP, Laravel, Linux)",Sulaco-tec,Uttara,Bachelor of Science (BSc) in Computer Science,At least 5 year(s),31 Aug 2023
Senior Executive/ Executive - Supply Chain,Classic Chemical Industries Ltd.,Dhaka,"Bachelor degree in any discipline, 
Post-Graduation Diploma in Supply Chain Management will get ...",3 to 5 year(s),31 Aug 2023
Trainee/Intern - Digital Marketing,A Reputed Group Of Company,Dhaka,A recent graduate or entry-level professional with a strong interest in e-commerce and online ...,Na,31 Aug 2023
Manager/ Deputy Manager (Finance and Accounts),Kallol Group of Companies,Dhaka,Qualified Cost & Management Accountant (CMA) from ICMAB// CMA (Finalist) /CA (Finalist) from ...,At least 5 year(s),"
1 Sep 2023"
Operations Executive,Sonar Bangla Foundation-Bangladesh,Dhaka,Bachelor degree in any discipline,0 to 1 year(s),31 Aug 2023
Manager (Electrical),VX Services Limited,Anywhere in Bangladesh,Bachelor of Science (BSc) in EEE,5 to 10 year(s),31 Aug 2023
Assistant Pharmacist - Pharmacy Services,Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Gazipur,Post Graduate Diploma (PGD) in PharmacyDiploma in Pharmacy with 1-3 years working experience in ...,At least 1 year(s),31 Aug 2023
Business Analyst (Urgent Recruitment),IBCS-PRIMAX Software (Bangladesh) Ltd.,Dhaka,Bachelor degree in any discipline,At least 3 year(s),31 Aug 2023
Officer (Front Desk & Office Management),Gadget & Print,Banglamotor,Bachelor degree in any discipline from any reputed university.,1 to 3 year(s),31 Aug 2023
"Incharge  - Staff Nurse ICU, Nursing Services",Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Gazipur Sadar,"Diploma in Nursing in NursingB.Sc in Nursing is also preferred (Valid Register by BNMC)
BNMC ...",At least 5 year(s),31 Aug 2023
Reservation Officer,Famous Aviation,Kakrail,Bachelor degree in any discipline,Na,31 Aug 2023
Sr. Staff Nurse/ Staff Nurse,York Hospital Ltd.,Banani,"3 to 6 year(s)
                                                        






 Deadline: 

31 Aug 2023",3 to 6 year(s),31 Aug 2023
Mechanic,K.A Design Wear Ltd,Tongi,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Audit Officer (Officer-PO),Modhumoti Bank Limited,Dhaka,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
Assistant Manager - Corporate Coordination,Group QA,Anywhere in Bangladesh,Bachelor of Law (LLB),At least 5 year(s),31 Aug 2023
Compliance Officer (Officer - PO),Modhumoti Bank Limited,Dhaka,"At least 3 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 3 year(s),31 Aug 2023
Assistant Manager - Quality Assurance,Group QA,Tejgaon Industrial Area,Bachelor degree in any discipline,At least 5 year(s),31 Aug 2023
"Sr. Officer/ Officer - OPD, IPD & Admission Billing",Bangladesh Specialized Hospital Ltd.,Dhaka,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
Sr. Java Programmer (Urgent recruitment),IBCS-PRIMAX Software (Bangladesh) Ltd.,Dhaka,Bachelor degree in any discipline,At least 3 year(s),31 Aug 2023
Business Analyst for Vice Chairman,Walton Hi-Tech Industries PLC.,Kaliakair,"Master`s or Bachelor`s degree in Electrical & Electronics Engineering, Mechanical Engineering or a ...",At least 7 year(s),"
1 Sep 2023"
"Manager, Design & Product Development",NORP KNIT INDUSTRIES LIMITED,Gazipur Sadar,Candidate should have Degree in Bachelor of Design. Specialized in Knitwear Design will be ...,At most 7 year(s),31 Aug 2023
Senior Marketing Executive,Jack IT Solution,Uttara,Bachelor degree in any disciplineA LevelO LevelMasters degree in any discipline,0 to 4 year(s),31 Aug 2023
Graphics Designer,HONDA LIFE,Dhaka,HSC,At least 1 year(s),31 Aug 2023
"Executive -Sales & Marketing, Sonargaon Printing & Packaging Industries Limited",Meghna Group of Industries.,Dhaka,Bachelor in any discipline.,At least 1 year(s),31 Aug 2023
সেলস এন্ড সার্ভিস ইঞ্জিনিয়ার,Alishan Electronic,ঢাকা,"At least 5 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,t 5 year(s)
"Executive/ Senior Executive, Sales( For Savar Laboratory)",Bureau Veritas Consumer Products Services (Bangladesh) Ltd.,Savar EPZ,"An Textile, MBA, BBA or Masters degree from public University.",3 to 4 year(s),31 Aug 2023
Business Development Executive,FocusOn,Anywhere in Bangladesh,Bachelor degree in any discipline,2 to 3 year(s),31 Aug 2023
Customer Relation Executive (Night Shift),Nandail Inc,Dhaka,Bachelor degree in any discipline,At least 1 year(s),31 Aug 2023
Customer Relation Executive (Night Shift),Nandail Inc,Dhaka,Bachelor degree in any discipline,At least 1 year(s),31 Aug 2023
Senior and Mid-level Developer (PHP Laravel & ReactJS/VueJS),Paperless Limited,DOHS Baridhara,Bachelor of Science (BSc) in CSEMaster of Information & Communication Technology (MICT),2 to 5 year(s),31 Aug 2023
Assistant Pharmacist - Pharmacy dept.,Bangladesh Specialized Hospital Ltd.,Dhaka,"At least 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 2 year(s),31 Aug 2023
মার্কেটিং অফিসার (রেডিমিক্স কনক্রিট),এস. আলম রেডিমিক্স কনক্রিট প্লান্ট,"জামালপুর, কিশোরগঞ্জ, ময়মনসিংহ, নেত্রকোনা, শেরপুর, টাঙ্গাইল","স্বীকৃত যেকোন বিশ্ববিদ্যালয় হতে বিবিএ, এমবিএ, স্নাতকোত্তর পাশ হতে হবে। সিভিল ইঞ্জিনিয়ারিং বিষয়ে বি. ...",3 to 5 year(s),31 Aug 2023
Audit Manager,T.Hussain & Co.,Dhaka,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Executive/Senior Executive,Syed N Haque & Associates Ltd. (SNHAL),DOHS Mirpur,"Na
                                                        






 Deadline: 

31 Aug 2023",Na,31 Aug 2023
Programmer / Sr. Programmer IT,Novatek Pharmaceuticals Ltd.,Dhanmondi,"2 to 6 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 6 year(s),31 Aug 2023
"Engineer, Biomedical",Ispahani Islamia Eye Institute & Hospital,Dhaka,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Executive/ Senior Executive - Human Resources,Cosmopolitan Industries (Pvt.) Limited,Savar,"2 to 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",2 to 5 year(s),31 Aug 2023
Seacoast Shipping Lines Ltd,Dhaka,Master of Business Administration (MBA) in Human Resource Management,At least 6 year(s),null,t 6 year(s)
Medical Officer - ICU,Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Gazipur,Bachelor of Medicine and Bachelor of Surgery(MBBS)MBBS from the recognized Medical College with ...,At least 1 year(s),31 Aug 2023
Asst. Manager/Manager (Knit Dyeing Unit),Divine Group Limited,Gazipur,Textile Engineer(B.Sc.) from any reputed University.,At least 6 year(s),31 Aug 2023
Sr. Executive/Asst. Manager - Commercial Customs,Labib Group,Gulshan,Masters/Graduation in Finance & Accounts from any Public University with a very good academic track ...,3 to 6 year(s),31 Aug 2023
Executive/ Sr. Executive - Sales & Marketing (from LPG industry),Nitol Motors Limited,Anywhere in Bangladesh,Master of Business Administration (MBA) in Marketing,3 to 6 year(s),31 Aug 2023
Deputy Project Engineer/ Project Engineer - Electrical Department,Navana Real Estate Limited,Dhaka,Bachelor of Science (BSc) in Electrical Engineering,At least 5 year(s),31 Aug 2023
DGM - Commercial (Export & Import),Silver Line Group,GULSHAN 1,Master of Commerce (MCom)Masters of Accounting/Finance or any discipline is also preferable,At least 18 year(s),31 Aug 2023
Senior Executive (Supply Chain Management/ Commercial),Walton Digi-Tech Industries Ltd.,Dhaka,BSC Engineering /Masters in any discipline,2 to 6 year(s),31 Aug 2023
N.QC (Woven) for H&M Buyer,Liz Fashion Industry Ltd. (Bhaluka Unit),Mymensingh,Bachelor degree in any disciplineGraduates in any discipline,5 to 7 year(s),31 Aug 2023
Executive/ Senior Executive - BOQ,Navana Real Estate Limited,Gulshan,Bachelor of Science (B.Sc) in Civil Engineering,At least 2 year(s),31 Aug 2023
Front Desk Executive,Ismartu Technology BD Ltd.,Sonargaon,Bachelor degree in any discipline,3 to 5 year(s),31 Aug 2023
Asst. Manager/Deputy Manager (IE),Multifabs Limited,Gazipur,"M. Sc. / B. Sc. in Industrial Engineering from any reputed public university.
	Educational ...",4 to 7 year(s),31 Aug 2023
Sr. Executive/ Asst. Manager (MIS & IT),Silver Line Group,Gazipur,"Master of Science (MSc) in MIS, IT, StatisticsA Bachelor`s degree in Data Science, Statistics, ...",3 to 7 year(s),31 Aug 2023
Vaccinator (Medical Technologist),WeLink Ventures Limited,"Banani, Banasree, Mirpur 1","1 to 2 year(s)
                                                        






 Deadline: 

1 Sep 2023",null,o 2 year(s)
Clinical Physiotherapist,Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Gazipur Sadar,Bachelor of Science (BSc) in Bachelor of science in Physiotherapy,At least 1 year(s),31 Aug 2023
Asst. Manager/ Deputy Manager - Sales & Marketing,Dekko Accessories Ltd.,Dhanmondi,"5 to 9 year(s)
                                                        






 Deadline: 

31 Aug 2023",5 to 9 year(s),31 Aug 2023
Jr. Architect,JMG Innovation Lab,Chattogram,"1 to 2 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 2 year(s),31 Aug 2023
A Leading Garments Manufacturer in Bangladesh.,Dhaka,"MBA Major in Accounting/Finance. 
Any Third Class/Division in any examination is not allowed.",At least 10 year(s),null, 10 year(s)
Reputed Brokerage House,Anywhere in Bangladesh,Master`s Degree in Accounting/Finance from a reputed University or Professional Degree.,At least 15 year(s),null, 15 year(s)
Senior Java Developer,Proficient Information System,Dhaka,Bachelor of Science (BSc) in Computer ScienceMinimum Academic Degree: Bachelor,At least 4 year(s),31 Aug 2023
Assistant Manager - Food & Beverage dept.,Bangladesh Specialized Hospital Ltd.,Dhaka,"At least 5 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 5 year(s),31 Aug 2023
Transcriptionist - Radiology & Imaging Services,Sheikh Fazilatunnessa Mujib Memorial KPJ Specialized Hospital & Nursing College,Gazipur,HSC,At least 1 year(s),31 Aug 2023
Project Manager/ Assistant Chief Engineer - Building & Road Construction,RFL Group,Anywhere in Bangladesh,Must be a Graduate Engineer in Civil engineering from any reputed universities,At least 7 year(s),31 Aug 2023
Assistant Manager/ Deputy Manager - Sales & Marketing,Astha Feed Industries Ltd,Anywhere in Bangladesh,Bachelor of Business Administration (BBA) in MarketingMasters degree in any discipline,5 to 8 year(s),31 Aug 2023
Executive/ Sr. Executive - Sales & Marketing,Astha Feed Industries Ltd,Anywhere in Bangladesh,Bachelor of Business Administration (BBA) in Marketing,2 to 5 year(s),31 Aug 2023
